School Campus,Intervention Type,Incident Location,Greater Than 21,Scanning Type,Scanning Incident,School Related,School Hours,Enforcment By,Restraints,Force,Type Of Force,Top Charge,SummonsCharge,Classification
BOYS AND GIRLS HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BOYS AND GIRLS HS(BN) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
BOYS AND GIRLS HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BOYS AND GIRLS HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BOYS AND GIRLS HS(BN) ,Summons,On-Site,NO,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,POSS. OF KNIFE,V
BRANDEIS YABC(MN),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
BRANDEIS YABC(MN),Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,PATROL,Metal,N,None,,,M
BRANDEIS YABC(MN),Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,PATROL,Metal,N,None,,,M
BRANDEIS YABC(MN),Juvenile Report,On-Site,NO,Full-Time,N,N,Y,SSA,No Restraints,N,None,,,V
BRANDEIS YABC(MN),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
BRANDEIS YABC(MN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BRANDEIS YABC(MN),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
BRANDEIS YABC(MN),Summons,On-Site,NO,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,BOX CUTTER,V
BREAD & ROSES INTEGRATED ARTS  HS(MN) ,Arrested,Off-Site,NO,Non-Scanning,N,N,N,DB,No Restraints,N,None,ROBBERY,,F
BREAD & ROSES INTEGRATED ARTS  HS(MN) ,Arrested,Off-Site,NO,Non-Scanning,N,N,N,DB,No Restraints,N,None,ROBBERY,,F
BREAD & ROSES INTEGRATED ARTS  HS(MN) ,Arrested,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,F
BREAD & ROSES INTEGRATED ARTS  HS(MN) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX ACADEMY OF HEALTH CAREERS(XE),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
BRONX ACADEMY OF HEALTH CAREERS(XE),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
Bronx Adult Learning Center(XE),Mitigated,On-Site,YES,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Career & College Preparatory HS(XE),Arrested,On-Site,NO,Non-Scanning,N,Y,Y,UTF,Metal,N,None,ASSAULT,,M
Bronx Career & College Preparatory HS(XE),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Bronx Career & College Preparatory HS(XE),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Bronx Career & College Preparatory HS(XE),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
Bronx Career & College Preparatory HS(XE),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
Bronx Career & College Preparatory HS(XE),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
Bronx Career & College Preparatory HS(XE),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
Bronx Career & College Preparatory HS(XE),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
BRONX CENTER FOR SCIENCE & MATHEMATICS(XE) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BRONX CENTER FOR SCIENCE & MATHEMATICS(XE) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Bronx Community HS(XE),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
BRONX DANCE ACADEMY SCHOOL(XW),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BRONX DANCE ACADEMY SCHOOL(XW),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BRONX DANCE ACADEMY SCHOOL(XW),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BRONX HS FOR THE VISUAL ARTS(XE) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BRONX HS FOR THE VISUAL ARTS(XE) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BRONX HS FOR THE VISUAL ARTS(XE) ,Mitigated,On-Site,NO,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
BRONX HS FOR WRITING & COMMUNICATION ARTS(XE),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX HS OF BUSINESS(XW),Arrested,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,N,None,ASSAULT,,F
BRONX HS OF SCIENCE(XW) ,Arrested,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,N,None,CPCS,,F
BRONX HS OF SCIENCE(XW) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BRONX LAB SCHOOL(XE),Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
Bronx Latin(XE),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Bronx Latin(XE),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Bronx Latin(XE),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Bronx Latin(XE),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Latin(XE),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Latin(XE),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Arrested,Off-Site,YES,Non-Scanning,N,N,N,PATROL,Metal,N,None,ASSAULT,,F
Bronx Leadership Academy HS(XE) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
Bronx Leadership Academy HS(XE) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,Off-Site,NO,Non-Scanning,N,N,N,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx Leadership Academy HS(XE) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX LEADERSHIP ACADEMY II HS(XW) ,Arrested,Off-Site,NO,Non-Scanning,N,N,N,TRANSIT,Metal,N,None,GRAND LARCENY,,F
BRONX LEADERSHIP ACADEMY II HS(XW) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BRONX LEADERSHIP ACADEMY II HS(XW) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BRONX LEADERSHIP ACADEMY II HS(XW) ,Juvenile Report,Off-Site,NO,Non-Scanning,N,Y,N,SSA,No Restraints,N,None,,,M
BRONX LEADERSHIP ACADEMY II HS(XW) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
BRONX LEADERSHIP ACADEMY II HS(XW) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX LEADERSHIP ACADEMY II HS(XW) ,Mitigated,Off-Site,NO,Non-Scanning,N,N,N,DOE,No Restraints,N,None,,,
BRONX LEADERSHIP ACADEMY II HS(XW) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX LEADERSHIP ACADEMY II HS(XW) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX LEADERSHIP ACADEMY II HS(XW) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX LEADERSHIP ACADEMY II HS(XW) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX LEADERSHIP ACADEMY II HS(XW) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX LEADERSHIP ACADEMY II HS(XW) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX LEADERSHIP ACADEMY II HS(XW) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX LEADERSHIP ACADEMY II HS(XW) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX LEADERSHIP ACADEMY II HS(XW) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX REGIONAL HS(XE) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
BRONX REGIONAL HS(XE) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
BRONX REGIONAL HS(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX REGIONAL HS(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX REGIONAL HS(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX REGIONAL HS(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX REGIONAL HS(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX REGIONAL HS(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX REGIONAL HS(XE) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Bronx River High School (XE),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
BRONX SCHOOL FOR LAW GOVERNMENT & JUSTICE(XW) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BRONX SCHOOL FOR LAW GOVERNMENT & JUSTICE(XW) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BRONX SCHOOL FOR LAW GOVERNMENT & JUSTICE(XW) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BRONX SCHOOL OF LAW & FINANCE(XW) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX SCHOOL OF LAW & FINANCE(XW) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BRONX THEATRE HS(XW) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
Bronx West Borough Office,Arrested,On-Site,YES,Non-Scanning,N,Y,Y,PATROL,Metal,N,None,ASSAULT,,M
Bronxwood Preparatory Academy(XE),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
Bronxwood Preparatory Academy(XE),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
BROOKLYN ACADEMY OF SCIENCE & THE ENVIRONMENT BASE(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BROOKLYN ACADEMY OF SCIENCE & THE ENVIRONMENT BASE(BS),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn Collegiate(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn Collegiate(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn Collegiate(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn Collegiate(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn Collegiate(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn Collegiate(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn Collegiate(BN),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn Community HS of Communication Arts & Media(BN),Juvenile Report,On-Site,NO,Unannounced,Y,Y,Y,SSA,No Restraints,N,None,,,V
Brooklyn Community HS of Communication Arts & Media(BN),Mitigated,On-Site,NO,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn Community HS of Communication Arts & Media(BN),Mitigated,On-Site,NO,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn Frontiers HS(BN),Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,PATROL,Metal,N,None,,,
Brooklyn Frontiers HS(BN),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
Brooklyn Frontiers HS(BN),Summons,On-Site,NO,Full-Time,Y,Y,Y,PATROL,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
Brooklyn HS for Law & Technology(BN),Child in Crisis,On-Site,NO,Non-Scanning,N,N,Y,N/A,No Restraints,N,None,,,
Brooklyn HS for Law & Technology(BN),Mitigated,On-Site,NO,Unannounced,Y,Y,Y,DOE,No Restraints,N,None,,,
BROOKLYN HS OF THE ARTS(BN) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,M
BROOKLYN HS OF THE ARTS(BN) ,Mitigated,Off-Site,NO,Non-Scanning,N,Y,N,DOE,No Restraints,N,None,,,
BROOKLYN HS OF THE ARTS(BN) ,PINS / Warrant,On-Site,NO,Non-Scanning,N,Y,Y,PATROL,No Restraints,N,None,,,
BROOKLYN INTERNATIONAL HS AT WATERS EDGE(BN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BROOKLYN INTERNATIONAL HS AT WATERS EDGE(BN) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BROOKLYN INTERNATIONAL HS AT WATERS EDGE(BN) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BROOKLYN INTERNATIONAL HS AT WATERS EDGE(BN) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BROOKLYN INTERNATIONAL HS AT WATERS EDGE(BN) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn Lab School(BN),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
Brooklyn Lab School(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn Lab School(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn Lab School(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn North Borough Office,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn North Borough Office,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn North Borough Office,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn North Borough Office,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BROOKLYN PREPARATORY HS(BN) ,Arrested,Off-Site,NO,Full-Time,N,N,Y,DB,Metal,N,None,PETIT LARCENY,,M
BROOKLYN PREPARATORY HS(BN) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,M
Brooklyn School of Inquiry(BS),Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
Brooklyn School of Inquiry(BS),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn School of Inquiry(BS),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
Brooklyn Science and Engineering Academy(BS),Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
BROOKLYN STUDIO SECONDARY SCHOOL(BS) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BROOKLYN TECHNICAL HS(BN) ,Arrested,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,N,None,GRAND LARCENY,,F
BROOKLYN TECHNICAL HS(BN) ,Arrested,On-Site,NO,Non-Scanning,N,Y,Y,SSA,Metal,N,None,GRAND LARCENY,,F
BROOKLYN TECHNICAL HS(BN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BROOKLYN TECHNICAL HS(BN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BROOKLYN TECHNICAL HS(BN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
BROOKLYN TECHNICAL HS(BN) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
BROOKLYN TECHNICAL HS(BN) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,N,DOE,No Restraints,N,None,,,
Brooklyn Urban Garden Charter School (BS),Mitigated,Off-Site,NO,Non-Scanning,N,N,N,DOE,No Restraints,N,None,,,
Brooklyn Urban Garden Charter School (BS),Mitigated,Off-Site,NO,Non-Scanning,N,Y,N,DOE,No Restraints,N,None,,,
BROWNSVILLE ACADEMY HS(BN) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
BROWNSVILLE ACADEMY HS(BN) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
BROWNSVILLE ACADEMY HS(BN) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
BROWNSVILLE ACADEMY HS(BN) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
BROWNSVILLE ACADEMY HS(BN) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
BROWNSVILLE ACADEMY HS(BN) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
BROWNSVILLE ACADEMY HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BROWNSVILLE ACADEMY HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BROWNSVILLE ACADEMY HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BROWNSVILLE ACADEMY HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BROWNSVILLE ACADEMY HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BROWNSVILLE ACADEMY HS(BN) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
BROWNSVILLE ACADEMY HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BUSHWICK COMMUNITY HS(BN) ,Arrested,On-Site,NO,Full-Time,N,Y,Y,PATROL,Metal,N,None,CRIM CONTEMPT,,F
BUSHWICK COMMUNITY HS(BN) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
BUSHWICK COMMUNITY HS(BN) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
BUSHWICK COMMUNITY HS(BN) ,Mitigated,On-Site,NO,Full-Time,Y,Y,Y,DOE,No Restraints,N,None,,,
BUSHWICK COMMUNITY HS(BN) ,Mitigated,On-Site,YES,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BUSHWICK HS(BN) ,Arrested,Off-Site,NO,Full-Time,N,N,N,PATROL,Metal,N,None,RAPE,,F
BUSHWICK HS(BN) ,Arrested,Off-Site,NO,Full-Time,N,N,N,PATROL,Metal,N,None,RAPE,,F
BUSHWICK HS(BN) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
BUSHWICK HS(BN) ,Juvenile Report,Off-Site,NO,Full-Time,N,Y,Y,PATROL,Metal,N,None,,,M
BUSHWICK HS(BN) ,Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,Metal,N,None,,,M
BUSHWICK HS(BN) ,Juvenile Report,On-Site,NO,Full-Time,N,Y,Y,PATROL,No Restraints,N,None,,,M
BUSHWICK HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BUSHWICK HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,SSA,Metal,N,None,,,
BUSHWICK HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BUSHWICK HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BUSHWICK HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BUSHWICK HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BUSHWICK HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BUSHWICK HS(BN) ,Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BUSHWICK HS(BN) ,Mitigated,Off-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BUSHWICK HS(BN) ,Mitigated,Off-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Bushwick Leaders HS for Academic Excellence(BN),Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
BUSHWICK SCHOOL FOR SOCIAL JUSTICE(BN),Arrested,On-Site,NO,Full-Time,Y,Y,Y,SSA,Metal,N,None,CPW,,M
BUSHWICK SCHOOL FOR SOCIAL JUSTICE(BN),Juvenile Report,On-Site,NO,Full-Time,Y,Y,Y,SSA,No Restraints,N,None,,,V
BUSHWICK SCHOOL FOR SOCIAL JUSTICE(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BUSHWICK SCHOOL FOR SOCIAL JUSTICE(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BUSHWICK SCHOOL FOR SOCIAL JUSTICE(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
BUSHWICK SCHOOL FOR SOCIAL JUSTICE(BN),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
Business of Sports School(MS),Juvenile Report,On-Site,NO,Unannounced,Y,Y,Y,SSA,No Restraints,N,None,,,M
CANARSIE HS(BS) ,Child in Crisis,On-Site,NO,Full-Time,N,Y,Y,N/A,No Restraints,N,None,,,
CHANNEL VIEW SCHOOL FOR RESEARCH(QS),Summons,On-Site,NO,Full-Time,Y,Y,Y,UTF,No Restraints,N,None,,"MARIJUANA, POSSESSION OF",V
CHELSEA CAREER & TECHNICAL EDUCATION HS(MS) ,Juvenile Report,On-Site,NO,Non-Scanning,N,Y,Y,SSA,No Restraints,N,None,,,V
CHELSEA CAREER & TECHNICAL EDUCATION HS(MS) ,Mitigated,On-Site,NO,Non-Scanning,N,Y,Y,DOE,No Restraints,N,None,,,
CHOIR ACADEMY OF HARLEM(MN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
CHOIR ACADEMY OF HARLEM(MN) ,Child in Crisis,On-Site,NO,Non-Scanning,N,Y,Y,N/A,No Restraints,N,None,,,
CHRISTOPHER COLUMBUS HS GED(XE),Mitigated,On-Site,NO,Full-Time,N,Y,Y,DOE,No Restraints,N,None,,,
