,Game Reference,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
4666,197903110BOS,BOS,game,False,Kevin Stacom,stacoke01,16:00,4.0,10.0,0.4,,,,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,,
4667,197903110BOS,BOS,game,False,Bob McAdoo,mcadobo01,11:00,3.0,9.0,0.333,,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,6.0,,
4668,197903180LAL,BOS,game,True,Cedric Maxwell,maxwece01,41:00,4.0,7.0,0.571,,,,10.0,14.0,0.714,6.0,5.0,11.0,5.0,1.0,2.0,3.0,3.0,18.0,,
4669,197903180LAL,BOS,game,True,Dave Cowens,cowenda01,38:00,4.0,16.0,0.25,,,,4.0,8.0,0.5,3.0,12.0,15.0,1.0,2.0,1.0,1.0,3.0,12.0,,
4670,197903180LAL,BOS,game,True,Rick Robey,robeyri01,31:00,10.0,18.0,0.556,,,,4.0,5.0,0.8,7.0,4.0,11.0,0.0,0.0,0.0,2.0,5.0,24.0,,
4671,197903180LAL,BOS,game,True,Chris Ford,fordch01,24:00,9.0,20.0,0.45,,,,3.0,4.0,0.75,1.0,2.0,3.0,2.0,5.0,0.0,1.0,5.0,21.0,,
4672,197903180LAL,BOS,game,True,Don Chaney,chanedo01,20:00,0.0,5.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,,
4673,197903180LAL,BOS,game,False,Jeff Judkins,judkije01,25:00,4.0,10.0,0.4,,,,0.0,0.0,,1.0,2.0,3.0,3.0,1.0,0.0,1.0,2.0,8.0,,
4674,197903180LAL,BOS,game,False,Kevin Stacom,stacoke01,18:00,5.0,12.0,0.417,,,,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,,
4675,197903180LAL,BOS,game,False,Bob McAdoo,mcadobo01,16:00,3.0,7.0,0.429,,,,1.0,3.0,0.333,1.0,4.0,5.0,0.0,0.0,0.0,5.0,1.0,7.0,,
4676,197903180LAL,BOS,game,False,Curtis Rowe,rowecu01,13:00,1.0,5.0,0.2,,,,0.0,0.0,,2.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,,
4677,197903180LAL,BOS,game,False,Tiny Archibald,architi01,11:00,2.0,6.0,0.333,,,,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,,
4678,197903180LAL,BOS,game,False,Frankie Sanders,sandefr01,3:00,2.0,4.0,0.5,,,,0.0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,,
4679,197903180LAL,LAL,game,True,Jamaal Wilkes,wilkeja01,37:00,11.0,17.0,0.647,,,,2.0,2.0,1.0,3.0,3.0,6.0,2.0,1.0,2.0,2.0,3.0,24.0,,
4680,197903180LAL,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,35:00,7.0,9.0,0.778,,,,2.0,3.0,0.667,4.0,21.0,25.0,7.0,0.0,4.0,4.0,2.0,16.0,,
4681,197903180LAL,LAL,game,True,Norm Nixon,nixonno01,33:00,8.0,16.0,0.5,,,,7.0,8.0,0.875,0.0,4.0,4.0,10.0,0.0,0.0,8.0,2.0,23.0,,
4682,197903180LAL,LAL,game,True,Adrian Dantley,dantlad01,28:00,4.0,12.0,0.333,,,,3.0,4.0,0.75,2.0,5.0,7.0,7.0,1.0,1.0,3.0,2.0,11.0,,
4683,197903180LAL,LAL,game,True,Ron Boone,boonero01,24:00,4.0,10.0,0.4,,,,2.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,10.0,,
4684,197903180LAL,LAL,game,False,Don Ford,forddo01,20:00,5.0,7.0,0.714,,,,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,12.0,,
4685,197903180LAL,LAL,game,False,Dave Robisch,robisda01,16:00,2.0,6.0,0.333,,,,1.0,2.0,0.5,2.0,3.0,5.0,1.0,0.0,1.0,1.0,2.0,5.0,,
4686,197903180LAL,LAL,game,False,Jim Price,priceji01,15:00,4.0,6.0,0.667,,,,2.0,3.0,0.667,1.0,0.0,1.0,4.0,1.0,0.0,1.0,3.0,10.0,,
4687,197903180LAL,LAL,game,False,Ron Carter,cartero01,14:00,2.0,3.0,0.667,,,,1.0,2.0,0.5,0.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,5.0,,
4688,197903180LAL,LAL,game,False,Lou Hudson,hudsolo01,10:00,2.0,6.0,0.333,,,,0.0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,,
4689,197903180LAL,LAL,game,False,Kenny Carr,carrke01,8:00,1.0,3.0,0.333,,,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,,
4690,197912280LAL,BOS,game,True,Larry Bird,birdla01,40:00,7.0,15.0,0.467,0.0,0.0,,2.0,3.0,0.667,1.0,3.0,4.0,3.0,4.0,0.0,2.0,5.0,16.0,,
4691,197912280LAL,BOS,game,True,Tiny Archibald,architi01,37:00,4.0,13.0,0.308,0.0,1.0,0.0,6.0,7.0,0.857,0.0,0.0,0.0,8.0,3.0,0.0,2.0,2.0,14.0,,
4692,197912280LAL,BOS,game,True,Cedric Maxwell,maxwece01,30:00,6.0,12.0,0.5,0.0,0.0,,7.0,9.0,0.778,10.0,6.0,16.0,0.0,0.0,1.0,3.0,4.0,19.0,,
4693,197912280LAL,BOS,game,True,Chris Ford,fordch01,28:00,7.0,12.0,0.583,2.0,4.0,0.5,2.0,4.0,0.5,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,18.0,,
4694,197912280LAL,BOS,game,True,Dave Cowens,cowenda01,27:00,2.0,11.0,0.182,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,9.0,2.0,0.0,0.0,6.0,4.0,,
4695,197912280LAL,BOS,game,False,M.L. Carr,carrml01,24:00,8.0,14.0,0.571,0.0,2.0,0.0,0.0,0.0,,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,16.0,,
4696,197912280LAL,BOS,game,False,Rick Robey,robeyri01,21:00,3.0,9.0,0.333,0.0,0.0,,0.0,2.0,0.0,1.0,4.0,5.0,0.0,2.0,0.0,5.0,3.0,6.0,,
4697,197912280LAL,BOS,game,False,Gerald Henderson,hendege01,15:00,4.0,7.0,0.571,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,5.0,0.0,0.0,2.0,1.0,8.0,,
4698,197912280LAL,BOS,game,False,Don Chaney,chanedo01,9:00,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,,
4699,197912280LAL,BOS,game,False,Jeff Judkins,judkije01,7:00,0.0,3.0,0.0,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,,
4700,197912280LAL,BOS,game,False,Eric Fernsten,fernser01,2:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,
4701,197912280LAL,LAL,game,True,Magic Johnson,johnsma02,40:00,7.0,14.0,0.5,0.0,0.0,,9.0,10.0,0.9,2.0,6.0,8.0,6.0,4.0,0.0,7.0,4.0,23.0,,
4702,197912280LAL,LAL,game,True,Jamaal Wilkes,wilkeja01,40:00,11.0,21.0,0.524,0.0,0.0,,0.0,0.0,,3.0,5.0,8.0,4.0,1.0,0.0,3.0,2.0,22.0,,
4703,197912280LAL,LAL,game,True,Norm Nixon,nixonno01,39:00,7.0,13.0,0.538,0.0,0.0,,3.0,4.0,0.75,0.0,2.0,2.0,8.0,1.0,0.0,7.0,5.0,17.0,,
4704,197912280LAL,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,36:00,4.0,9.0,0.444,0.0,0.0,,7.0,8.0,0.875,3.0,15.0,18.0,7.0,3.0,3.0,3.0,4.0,15.0,,
4705,197912280LAL,LAL,game,True,Jim Chones,choneji01,33:00,6.0,8.0,0.75,0.0,0.0,,4.0,6.0,0.667,1.0,6.0,7.0,3.0,0.0,3.0,1.0,3.0,16.0,,
4706,197912280LAL,LAL,game,False,Spencer Haywood,haywosp01,23:00,6.0,11.0,0.545,0.0,0.0,,4.0,6.0,0.667,3.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,16.0,,
4707,197912280LAL,LAL,game,False,Michael Cooper,coopemi01,20:00,4.0,7.0,0.571,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,8.0,,
4708,197912280LAL,LAL,game,False,Don Ford,forddo01,8:00,3.0,3.0,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,,
4709,197912280LAL,LAL,game,False,Ollie Mack,mackol01,1:00,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
4710,198001130BOS,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,41:00,14.0,29.0,0.483,0.0,0.0,,5.0,7.0,0.714,1.0,11.0,12.0,2.0,0.0,3.0,4.0,3.0,33.0,,
4711,198001130BOS,LAL,game,True,Jamaal Wilkes,wilkeja01,41:00,10.0,18.0,0.556,0.0,0.0,,1.0,1.0,1.0,4.0,5.0,9.0,4.0,1.0,0.0,1.0,1.0,21.0,,
4712,198001130BOS,LAL,game,True,Norm Nixon,nixonno01,41:00,2.0,9.0,0.222,0.0,0.0,,7.0,8.0,0.875,1.0,3.0,4.0,9.0,1.0,0.0,2.0,4.0,11.0,,
4713,198001130BOS,LAL,game,True,Spencer Haywood,haywosp01,28:00,4.0,13.0,0.308,0.0,0.0,,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,10.0,,
4714,198001130BOS,LAL,game,True,Magic Johnson,johnsma02,21:00,0.0,2.0,0.0,0.0,0.0,,1.0,2.0,0.5,1.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0,1.0,,
4715,198001130BOS,LAL,game,False,Michael Cooper,coopemi01,36:00,4.0,6.0,0.667,0.0,0.0,,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,9.0,,
4716,198001130BOS,LAL,game,False,Jim Chones,choneji01,27:00,7.0,10.0,0.7,0.0,0.0,,1.0,1.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,4.0,4.0,15.0,,
4717,198001130BOS,LAL,game,False,Don Ford,forddo01,5:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,
4718,198001130BOS,BOS,game,True,Dave Cowens,cowenda01,39:00,11.0,21.0,0.524,0.0,0.0,,0.0,0.0,,1.0,8.0,9.0,5.0,3.0,1.0,2.0,4.0,22.0,,
4719,198001130BOS,BOS,game,True,Larry Bird,birdla01,36:00,7.0,10.0,0.7,0.0,1.0,0.0,0.0,0.0,,0.0,12.0,12.0,1.0,1.0,3.0,3.0,4.0,14.0,,
4720,198001130BOS,BOS,game,True,Tiny Archibald,architi01,34:00,4.0,10.0,0.4,0.0,0.0,,5.0,10.0,0.5,2.0,1.0,3.0,10.0,0.0,0.0,1.0,2.0,13.0,,
4721,198001130BOS,BOS,game,True,Chris Ford,fordch01,33:00,5.0,16.0,0.313,1.0,3.0,0.333,0.0,0.0,,3.0,3.0,6.0,3.0,2.0,0.0,0.0,3.0,11.0,,
4722,198001130BOS,BOS,game,True,Cedric Maxwell,maxwece01,31:00,5.0,9.0,0.556,0.0,0.0,,3.0,4.0,0.75,1.0,5.0,6.0,1.0,0.0,1.0,5.0,3.0,13.0,,
4723,198001130BOS,BOS,game,False,M.L. Carr,carrml01,23:00,3.0,5.0,0.6,0.0,0.0,,2.0,5.0,0.4,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,8.0,,
4724,198001130BOS,BOS,game,False,Rick Robey,robeyri01,16:00,3.0,8.0,0.375,0.0,0.0,,1.0,2.0,0.5,4.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,7.0,,
4725,198001130BOS,BOS,game,False,Gerald Henderson,hendege01,15:00,3.0,7.0,0.429,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,,
4726,198001130BOS,BOS,game,False,Don Chaney,chanedo01,11:00,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,,
4727,198001130BOS,BOS,game,False,Jeff Judkins,judkije01,2:00,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,
4728,198101180BOS,LAL,game,True,Jamaal Wilkes,wilkeja01,42:00,14.0,19.0,0.737,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,1.0,29.0,,
4729,198101180BOS,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,41:00,13.0,25.0,0.52,0.0,0.0,,6.0,8.0,0.75,3.0,9.0,12.0,2.0,2.0,1.0,3.0,1.0,32.0,,
4730,198101180BOS,LAL,game,True,Michael Cooper,coopemi01,40:00,4.0,11.0,0.364,0.0,0.0,,0.0,0.0,,3.0,4.0,7.0,4.0,7.0,3.0,5.0,2.0,8.0,,
4731,198101180BOS,LAL,game,True,Norm Nixon,nixonno01,33:00,9.0,17.0,0.529,0.0,0.0,,1.0,2.0,0.5,2.0,2.0,4.0,4.0,0.0,0.0,5.0,6.0,19.0,,
4732,198101180BOS,LAL,game,True,Jim Chones,choneji01,31:00,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,0.0,4.0,4.0,4.0,1.0,0.0,3.0,5.0,4.0,,
4733,198101180BOS,LAL,game,False,Eddie Jordan,jordaed01,27:00,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,1.0,0.0,5.0,4.0,0.0,,
4734,198101180BOS,LAL,game,False,Mark Landsberger,landsma01,13:00,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,2.0,,
4735,198101180BOS,LAL,game,False,Jim Brewer,breweji01,11:00,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,,
4736,198101180BOS,LAL,game,False,Brad Holland,hollabr01,2:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
4737,198101180BOS,BOS,game,True,Tiny Archibald,architi01,47:00,10.0,16.0,0.625,0.0,0.0,,2.0,4.0,0.5,0.0,1.0,1.0,7.0,4.0,0.0,8.0,4.0,22.0,,
4738,198101180BOS,BOS,game,True,Robert Parish,parisro01,42:00,9.0,18.0,0.5,0.0,0.0,,4.0,7.0,0.571,5.0,6.0,11.0,2.0,6.0,4.0,5.0,3.0,22.0,,
4739,198101180BOS,BOS,game,True,Larry Bird,birdla01,42:00,4.0,13.0,0.308,0.0,0.0,,3.0,4.0,0.75,0.0,9.0,9.0,5.0,4.0,0.0,5.0,2.0,11.0,,
4740,198101180BOS,BOS,game,True,Chris Ford,fordch01,39:00,4.0,7.0,0.571,1.0,3.0,0.333,0.0,0.0,,3.0,0.0,3.0,4.0,0.0,0.0,2.0,2.0,9.0,,
4741,198101180BOS,BOS,game,True,Cedric Maxwell,maxwece01,33:00,8.0,13.0,0.615,0.0,0.0,,6.0,6.0,1.0,4.0,3.0,7.0,1.0,4.0,0.0,1.0,2.0,22.0,,
4742,198101180BOS,BOS,game,False,Kevin McHale,mchalke01,21:00,3.0,7.0,0.429,0.0,0.0,,1.0,2.0,0.5,2.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,7.0,,
4743,198101180BOS,BOS,game,False,Gerald Henderson,hendege01,10:00,0.0,2.0,0.0,0.0,0.0,,3.0,4.0,0.75,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,,
4744,198101180BOS,BOS,game,False,Rick Robey,robeyri01,6:00,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,,
4745,198102110LAL,BOS,game,True,Larry Bird,birdla01,47:00,16.0,25.0,0.64,0.0,0.0,,4.0,5.0,0.8,5.0,16.0,21.0,6.0,5.0,3.0,3.0,3.0,36.0,,
4746,198102110LAL,BOS,game,True,Gerald Henderson,hendege01,44:00,5.0,16.0,0.313,0.0,0.0,,1.0,2.0,0.5,4.0,1.0,5.0,9.0,3.0,0.0,10.0,3.0,11.0,,
4747,198102110LAL,BOS,game,True,Chris Ford,fordch01,34:00,2.0,9.0,0.222,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,4.0,,
4748,198102110LAL,BOS,game,True,Robert Parish,parisro01,26:00,7.0,16.0,0.438,0.0,0.0,,9.0,10.0,0.9,4.0,5.0,9.0,1.0,1.0,2.0,2.0,4.0,23.0,,
4749,198102110LAL,BOS,game,True,Cedric Maxwell,maxwece01,22:00,3.0,7.0,0.429,0.0,0.0,,2.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,8.0,,
4750,198102110LAL,BOS,game,False,Kevin McHale,mchalke01,26:00,0.0,3.0,0.0,0.0,0.0,,2.0,2.0,1.0,2.0,6.0,8.0,1.0,0.0,1.0,1.0,3.0,2.0,,
4751,198102110LAL,BOS,game,False,Rick Robey,robeyri01,22:00,9.0,11.0,0.818,0.0,0.0,,1.0,5.0,0.2,3.0,3.0,6.0,2.0,1.0,1.0,3.0,2.0,19.0,,
4752,198102110LAL,BOS,game,False,M.L. Carr,carrml01,14:00,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,,2.0,2.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,,
4753,198102110LAL,BOS,game,False,Terry Duerod,duerote01,5:00,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,
4754,198102110LAL,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,42:00,12.0,23.0,0.522,0.0,0.0,,8.0,12.0,0.667,1.0,8.0,9.0,3.0,2.0,3.0,2.0,2.0,32.0,,
4755,198102110LAL,LAL,game,True,Norm Nixon,nixonno01,40:00,7.0,15.0,0.467,0.0,0.0,,2.0,4.0,0.5,2.0,2.0,4.0,10.0,4.0,0.0,4.0,3.0,16.0,,
4756,198102110LAL,LAL,game,True,Jamaal Wilkes,wilkeja01,39:00,7.0,23.0,0.304,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,0.0,2.0,5.0,16.0,,
4757,198102110LAL,LAL,game,True,Michael Cooper,coopemi01,30:00,4.0,9.0,0.444,0.0,1.0,0.0,0.0,0.0,,1.0,10.0,11.0,5.0,2.0,1.0,5.0,5.0,8.0,,
4758,198102110LAL,LAL,game,True,Jim Chones,choneji01,20:00,1.0,6.0,0.167,0.0,0.0,,0.0,0.0,,1.0,5.0,6.0,0.0,1.0,3.0,2.0,3.0,2.0,,
4759,198102110LAL,LAL,game,False,Eddie Jordan,jordaed01,27:00,6.0,11.0,0.545,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,4.0,4.0,0.0,3.0,4.0,12.0,,
4760,198102110LAL,LAL,game,False,Jim Brewer,breweji01,22:00,2.0,5.0,0.4,0.0,0.0,,1.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,5.0,,
4761,198102110LAL,LAL,game,False,Mark Landsberger,landsma01,15:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,,
4762,198102110LAL,LAL,game,False,Butch Carter,cartebu01,5:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
4763,198202070BOS,LAL,game,True,Jamaal Wilkes,wilkeja01,45:00,12,21,.571,0,0,,2,2,1.000,3,5,8,2,1,0,3,3,26,,
4764,198202070BOS,LAL,game,True,Michael Cooper,coopemi01,42:00,13,20,.650,0,0,,5,6,.833,2,3,5,2,1,0,3,5,31,,
4765,198202070BOS,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,40:00,16,20,.800,0,0,,3,4,.750,2,5,7,1,1,2,3,4,35,,
4766,198202070BOS,LAL,game,True,Norm Nixon,nixonno01,39:00,3,10,.300,0,0,,7,8,.875,0,6,6,13,1,0,4,3,13,,
4767,198202070BOS,LAL,game,True,Kurt Rambis,rambiku01,16:00,0,1,.000,0,0,,0,0,,1,2,3,2,1,2,3,3,0,,
4768,198202070BOS,LAL,game,False,Bob McAdoo,mcadobo01,20:00,2,6,.333,0,0,,3,4,.750,0,2,2,0,1,2,0,3,7,,
4769,198202070BOS,LAL,game,False,Eddie Jordan,jordaed01,18:00,2,7,.286,0,1,.000,0,0,,0,3,3,5,3,0,1,1,4,,
4770,198202070BOS,LAL,game,False,Mark Landsberger,landsma01,14:00,1,2,.500,0,0,,1,1,1.000,2,2,4,1,0,0,0,1,3,,
4771,198202070BOS,LAL,game,False,Jim Brewer,breweji01,6:00,0,1,.000,0,0,,0,0,,0,2,2,1,0,0,0,2,0,,
4772,198202070BOS,BOS,game,True,Larry Bird,birdla01,43:00,5,14,.357,1,1,1.000,0,0,,4,6,10,9,1,0,3,4,11,,
4773,198202070BOS,BOS,game,True,Tiny Archibald,architi01,37:00,7,13,.538,1,1,1.000,3,5,.600,1,1,2,11,1,0,6,3,18,,
4774,198202070BOS,BOS,game,True,Robert Parish,parisro01,33:00,14,29,.483,0,0,,1,4,.250,4,8,12,2,0,0,2,1,29,,
4775,198202070BOS,BOS,game,True,Chris Ford,fordch01,29:00,7,10,.700,1,2,.500,0,1,.000,3,2,5,6,2,0,2,1,15,,
4776,198202070BOS,BOS,game,True,Cedric Maxwell,maxwece01,25:00,4,6,.667,0,0,,2,2,1.000,1,2,3,0,0,1,2,2,10,,
4777,198202070BOS,BOS,game,False,Kevin McHale,mchalke01,22:00,7,12,.583,0,0,,1,2,.500,2,0,2,0,0,0,1,3,15,,
4778,198202070BOS,BOS,game,False,M.L. Carr,carrml01,17:00,2,5,.400,0,0,,0,0,,0,0,0,2,0,0,1,2,4,,
4779,198202070BOS,BOS,game,False,Gerald Henderson,hendege01,17:00,1,5,.200,0,0,,1,2,.500,1,2,3,3,3,1,1,6,3,,
4780,198202070BOS,BOS,game,False,Rick Robey,robeyri01,14:00,4,4,1.000,0,0,,0,1,.000,1,1,2,0,0,0,1,2,8,,
4781,198202070BOS,BOS,game,False,Danny Ainge,aingeda01,1:00,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,,
4782,198202070BOS,BOS,game,False,Charles Bradley,bradlch01,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,
4783,198202070BOS,BOS,game,False,Eric Fernsten,fernser01,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,
4784,198202140LAL,BOS,game,True,Larry Bird,birdla01,43:00,4,11,.364,0,1,.000,4,5,.800,4,5,9,9,1,0,3,2,12,,
4785,198202140LAL,BOS,game,True,Tiny Archibald,architi01,42:00,5,13,.385,1,1,1.000,6,8,.750,0,2,2,11,2,0,6,4,17,,
4786,198202140LAL,BOS,game,True,Cedric Maxwell,maxwece01,39:00,10,16,.625,0,0,,7,8,.875,6,5,11,1,1,0,3,3,27,,
4787,198202140LAL,BOS,game,True,Robert Parish,parisro01,32:00,10,17,.588,0,0,,2,4,.500,3,11,14,2,0,3,5,4,22,,
4788,198202140LAL,BOS,game,True,Chris Ford,fordch01,23:00,1,4,.250,0,1,.000,0,0,,1,1,2,1,4,0,2,3,2,,
4789,198202140LAL,BOS,game,False,Kevin McHale,mchalke01,21:00,2,4,.500,0,0,,2,2,1.000,0,4,4,1,0,2,1,4,6,,
4790,198202140LAL,BOS,game,False,Gerald Henderson,hendege01,17:00,3,9,.333,0,0,,1,2,.500,0,0,0,2,0,0,0,1,7,,
4791,198202140LAL,BOS,game,False,M.L. Carr,carrml01,14:00,4,6,.667,0,0,,1,2,.500,0,0,0,1,1,0,0,1,9,,
4792,198202140LAL,BOS,game,False,Rick Robey,robeyri01,9:00,3,4,.750,0,0,,0,3,.000,1,2,3,1,1,0,0,3,6,,
4793,198202140LAL,LAL,game,True,Jamaal Wilkes,wilkeja01,41:00,11,21,.524,0,0,,3,4,.750,5,2,7,3,0,0,5,3,25,,
4794,198202140LAL,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,40:00,7,16,.438,0,0,,7,10,.700,2,7,9,5,0,3,6,5,21,,
4795,198202140LAL,LAL,game,True,Magic Johnson,johnsma02,39:00,6,11,.545,0,2,.000,7,9,.778,4,6,10,8,6,0,2,4,19,,
4796,198202140LAL,LAL,game,True,Michael Cooper,coopemi01,34:00,4,13,.308,0,0,,1,1,1.000,3,4,7,3,4,1,2,5,9,,
4797,198202140LAL,LAL,game,True,Norm Nixon,nixonno01,34:00,3,11,.273,0,0,,0,0,,0,2,2,5,3,0,3,6,6,,
4798,198202140LAL,LAL,game,False,Bob McAdoo,mcadobo01,24:00,3,11,.273,0,0,,3,4,.750,2,2,4,1,0,3,0,3,9,,
4799,198202140LAL,LAL,game,False,Eddie Jordan,jordaed01,19:00,7,9,.778,0,0,,0,0,,0,3,3,5,2,0,2,5,14,,
4800,198202140LAL,LAL,game,False,Mark Landsberger,landsma01,9:00,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,1,0,,
4801,198301300BOS,LAL,game,True,Jamaal Wilkes,wilkeja01,42:00,9,19,0.474,0,0.0,,2,3,0.667,2.0,2.0,4,1,1.0,0.0,2.0,3,20,,
4802,198301300BOS,LAL,game,True,Magic Johnson,johnsma02,42:00,5,10,0.5,0,0.0,,4,4,1.0,2.0,7.0,9,10,2.0,1.0,8.0,1,14,,
4803,198301300BOS,LAL,game,True,Kareem Abdul-Jabbar,abdulka01,35:00,12,22,0.545,0,0.0,,3,3,1.0,1.0,5.0,6,2,2.0,2.0,3.0,2,27,,
4804,198301300BOS,LAL,game,True,Norm Nixon,nixonno01,28:00,3,7,0.429,0,0.0,,0,0,,0.0,2.0,2,7,1.0,0.0,4.0,2,6,,
4805,198301300BOS,LAL,game,True,Kurt Rambis,rambiku01,25:00,1,5,0.2,0,0.0,,4,5,0.8,4.0,4.0,8,1,3.0,0.0,0.0,0,6,,
4806,198301300BOS,LAL,game,False,Michael Cooper,coopemi01,30:00,2,6,0.333,0,2.0,0.0,2,3,0.667,1.0,3.0,4,1,0.0,1.0,2.0,4,6,,
4807,198301300BOS,LAL,game,False,James Worthy,worthja01,21:00,3,8,0.375,0,0.0,,1,2,0.5,2.0,3.0,5,2,0.0,1.0,3.0,5,7,,
4808,198301300BOS,LAL,game,False,Bob McAdoo,mcadobo01,17:00,4,11,0.364,0,0.0,,1,2,0.5,2.0,3.0,5,0,0.0,0.0,1.0,1,9,,
4809,198301300BOS,BOS,game,True,Larry Bird,birdla01,43:00,9,22,0.409,0,0.0,,3,3,1.0,3.0,10.0,13,8,5.0,0.0,1.0,3,21,,
